번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
310	버스정류장 (06-089)	신구대학	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.44705	127.168117	2022-10-30
311	버스정류장 (06-019)	성호시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 중원구 성남동	스마트도시과	031-729-8522	37.438083	127.144417	2022-10-30
312	버스정류장 (06-101)	하원초등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.44725	127.169333	2022-10-30
313	버스정류장 (06-020)	성호시장입구.단대리약국	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 중앙동	스마트도시과	031-729-8522	37.4391	127.145033	2022-10-30
314	버스정류장 (06-104)	숭신여자중고교.래미안금광아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.448883	127.171017	2022-10-30
315	버스정류장 (06-021)	단대리약국	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 성남동	스마트도시과	031-729-8522	37.438817	127.144967	2022-10-30
316	버스정류장 (06-114)	한양수자인성남마크뷰.황성게이트볼장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.44785	127.17235	2022-10-30
317	버스정류장 (06-023)	도촌동1단지앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.41425	127.144933	2022-10-30
318	버스정류장 (06-210)	단대동행정복지센터.성남만남지역자활센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.447733	127.158483	2022-10-30
319	버스정류장 (06-024)	영성중학교.하대원동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.428583	127.1453	2022-10-30
320	버스정류장 (07-051)	정자역 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.365833	127.108317	2022-10-30
321	버스정류장 (07-052)	두산위브제니스	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.36945	127.108367	2022-10-30
322	버스정류장 (07-053)	아데나펠리스	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.362	127.107867	2022-10-30
323	버스정류장 (07-056)	농수산물센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.337167	127.108733	2022-10-30
324	버스정류장 (07-057)	오리역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.340217	127.108767	2022-10-30
325	버스정류장 (07-058)	오리역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.339917	127.109217	2022-10-30
326	버스정류장 (07-059)	농수산물센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.337183	127.109217	2022-10-30
327	버스정류장 (07-060)	하얀마을.구미도서관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.344633	127.109183	2022-10-30
328	버스정류장 (07-070)	미금역.농협.2001아울렛	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.350183	127.1105	2022-10-30
329	버스정류장 (07-073)	판교역북편	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 백현동	스마트도시과	031-729-8522	37.396117	127.111383	2022-10-30
330	버스정류장 (07-075)	판교역북편	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 삼평동	스마트도시과	031-729-8522	37.3963	127.111167	2022-10-30
331	버스정류장 (07-076)	로얄팰리스아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.37455	127.11065	2022-10-30
332	버스정류장 (07-077)	수내역.정자아이파크	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.376667	127.110633	2022-10-30
333	버스정류장 (07-078)	정자사거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.376667	127.1112	2022-10-30
334	버스정류장 (07-079)	미금역 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 구미1동	스마트도시과	031-729-8522	37.349883	127.110617	2022-10-30
335	버스정류장 (07-080)	느티마을.경남빌라	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.374667	127.1116	2022-10-30
336	버스정류장 (07-083)	KT.주택전시관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.36005	127.112417	2022-10-30
337	버스정류장 (07-084)	KT.주택전시관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.359783	127.11255	2022-10-30
338	버스정류장 (07-085)	선경아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 구미1동	스마트도시과	031-729-8522	37.346133	127.1131	2022-10-30
339	버스정류장 (07-086)	하얀마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.34605	127.113933	2022-10-30
340	버스정류장 (07-088)	주공7단지앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.369267	127.114567	2022-10-30
341	버스정류장 (07-090)	정자2동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.365433	127.114617	2022-10-30
342	버스정류장 (07-091)	한솔프라자	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.362667	127.114667	2022-10-30
343	버스정류장 (07-092)	주공7단지.한솔종합사회복지관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 정자2동	스마트도시과	031-729-8522	37.368233	127.114967	2022-10-30
344	버스정류장 (07-093)	정자2동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자2동	스마트도시과	031-729-8522	37.365367	127.114967	2022-10-30
345	버스정류장 (07-094)	한진아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.362967	127.115	2022-10-30
346	버스정류장 (07-096)	양지마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.373233	127.115033	2022-10-30
347	버스정류장 (07-098)	롯데백화점.수내역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.377467	127.115483	2022-10-30
348	버스정류장 (07-099)	신한아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.338217	127.114367	2022-10-30
349	버스정류장 (07-100)	수내역.롯데백화점	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.377767	127.11515	2022-10-30
350	버스정류장 (07-101)	청솔마을.주공9단지.동아아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.351817	127.115767	2022-10-30
351	버스정류장 (07-103)	대원사거리.까치마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 구미1동	스마트도시과	031-729-8522	37.351717	127.116	2022-10-30
352	버스정류장 (07-106)	분당도서관.계원예고.계원예술중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.35965	127.1163	2022-10-30
353	농업기술센터(자원봉사센터)	"1층 사무실, 2층(자원봉사센터, 중앙복도), 3층(조리교육장, 소회의실), 4층 강당"	경기도	성남시	관공서	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 성남대로762번길 2		KT	031-1588-9010	37.397291	127.129442	2022-10-30
354	이매교	이매교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 이매동 130	스마트도시과	031-729-8523	37.395087	127.124155	2022-10-30
355	태현공원	놀이터 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 장안로 26번길 12		스마트도시과	031-729-8523	37.369218	127.143485	2022-10-30
356	정자교	정자교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 100-3	스마트도시과	031-729-8523	37.368675	127.109234	2022-10-30
357	한솔종합사회복지관	"지하1층 노인정, 1층 멀티미디어실, 2층(피아노실, 주간보호센터), 3층 강당, 별관1층(사무실, 교실, 자료실)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 내정로 94		KT	031-1588-9010	37.368349	127.116034	2022-10-30
358	분당종합시장	"지하1층(카운터, 남탕 사우나), 1층 문구사, 2층(로비, 휘트니스클럽), 3층(사무소, 로비)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 돌마로366번길 42		KT	031-1588-9010	37.367195	127.126813	2022-10-30
359	수내3동 주민센터	수내3동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 돌마로356번길 43		분당구 행정지원과	031-729-7072	37.366829	127.126083	2022-10-30
360	정자동 물놀이장	물놀이장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 황새울로 74	경기도 성남시 중원구 상대원동 28	스마트도시과	031-729-8523	37.36667	127.109357	2022-10-30
361	신기교	신기교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 100-3	스마트도시과	031-729-8523	37.366277	127.109244	2022-10-30
362	정자역 광장	정자역광장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 성남대로 343번길 5	경기도 성남시 중원구 상대원동 139-1	스마트도시과	031-729-8523	37.366269	127.10753	2022-10-30
363	성남산업진흥재단	"대강당, 로비, 사무실1, 사무실2"	경기도	성남시	관공서	LGU+	Public WiFi Free	2015-12	경기도 성남시 분당구 성남대로331번길 8		LGU+	031-1544-8585	37.365902	127.106603	2022-10-30
364	신해철 거리	신해철거리내	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 발이봉로 3번길 2		스마트도시과	031-729-8523	37.365875	127.126727	2022-10-30
365	정자2동 주민센터	정자2동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 내정로 66		분당구 행정지원과	031-729-7072	37.36581	127.115153	2022-10-30
366	선지봉 어린이공원	선지봉 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 분당동 179	스마트도시과	031-729-8523	37.365538	127.141356	2022-10-30
367	분당메디케어	"4층 입구, 8층 카운터"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 정자일로 158		KT	031-1588-9010	37.364324	127.106227	2022-10-30
368	정자동 주민센터	정자동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 황새울로18번길 14		분당구 행정지원과	031-729-7072	37.361434	127.11153	2022-10-30
369	봉우재 어린이공원	봉우재 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08	경기도 성남시 분당구 내정로 7번길 18		스마트도시과	031-729-8523	37.361217	127.112518	2022-10-30
370	정자3동 주민센터	정자3동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 돌마로 242		분당구 행정지원과	031-729-7072	37.36075	127.119505	2022-10-30
371	산자락 어린이공원	산자락 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 239	스마트도시과	031-729-8523	37.358965	127.124443	2022-10-30
372	분당도서관	"분당도서관(콘트롤러 연결 불가로 미사용중) 분당도서관(1층 로비, 2층 다목적실, 제1,2문화교실)"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 불정로 110		중앙도서관	031-729-8642	37.358206	127.116529	2022-10-30
373	분당도서관	분당도서관	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 불정로 110		중앙도서관	031-729-8642	37.35809	127.116644	2022-10-30
374	분당도서관	분당도서관	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 불정로 110		중앙도서관	031-729-8642	37.35809	127.116644	2022-10-30
375	분당노인종합복지회관	"2층(생정사무실, 경로당), 3층(강의실, 끝방 강의실, 강당)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 분당구 불정로 50		KT	031-1588-9010	37.357512	127.11239	2022-10-30
376	정자공원	정자공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 수정구 태평동 7003-13	스마트도시과	031-729-8523	37.357278	127.123389	2022-10-30
377	금곡공원	중앙광장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 금곡로 298		스마트도시과	031-729-8523	37.357121	127.109207	2022-10-30
378	청솔사회종합복지회관	"지하1층 미용학원, 2층(엘리베이터, 화장실), 3층(사회교육센터, 엘리베이터)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 분당구 미금로 246		KT	031-1588-9010	37.353734	127.110664	2022-10-30
379	분당종합사회복지관	"지하3층 식당, 지하2층(복도 좌, 복도 우), 지하1층(복도 우, 중앙복도, 헬스장, 교실), 1층(식당, 상담실, 방과후교실), 2층(복도 우, 중앙복도, 복도 좌)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 정자일로 33		KT	031-1588-9010	37.353174	127.105589	2022-10-30
380	금곡동 주민센터	금곡동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 성남대로171번길 14		분당구 행정지원과	031-729-7072	37.351589	127.107097	2022-10-30
381	미금교	미금교 좌측 탄천광장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 금곡로 182		스마트도시과	031-729-8523	37.350756	127.120364	2022-10-30
382	구미1동 주민센터	구미1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 돌마로90번길 8	경기도 성남시 중원구 금광동 634	분당구 행정지원과	031-729-7072	37.349264	127.111778	2022-10-30
383	버스정류장 (06-261)	남한산성입구역.법원검찰청(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.4523	127.16045	2022-10-30
384	버스정류장 (05-138)	성보경영고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.4603	127.158183	2022-10-30
385	버스정류장 (05-048)	중앙시장.농협	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 수진1동	스마트도시과	031-729-8522	37.4415	127.13425	2022-10-30
386	버스정류장 (05-173)	논골	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.45895	127.158533	2022-10-30
387	버스정류장 (05-049)	태평오거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.446267	127.1346	2022-10-30
388	버스정류장 (05-050)	태평오거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.445783	127.13435	2022-10-30
389	버스정류장 (05-052)	수성교.소방서	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 수진1동	스마트도시과	031-729-8522	37.435267	127.134933	2022-10-30
390	버스정류장 (05-053)	중앙파출소	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.4431	127.135617	2022-10-30
391	버스정류장 (05-057)	태평2동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.447017	127.1376	2022-10-30
392	버스정류장 (05-077)	가천대	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 복정동	스마트도시과	031-729-8522	37.45065	127.1262	2022-10-30
393	버스정류장 (05-058)	태평2동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.447133	127.137467	2022-10-30
394	버스정류장 (05-088)	가천대	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 복정동	스마트도시과	031-729-8522	37.450967	127.12575	2022-10-30
395	버스정류장 (05-059)	MD아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 수진1동	스마트도시과	031-729-8522	37.436517	127.13825	2022-10-30
396	버스정류장 (05-141)	동서울대학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 복정동	스마트도시과	031-729-8522	37.458967	127.126183	2022-10-30
397	버스정류장 (05-060)	위례자연앤래미안e편한세상.위례힐스테이트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.467117	127.144267	2022-10-30
398	버스정류장 (05-142)	복정초등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 복정동	스마트도시과	031-729-8522	37.461817	127.126367	2022-10-30
399	버스정류장 (05-061)	성남시의료원.신흥1동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥1동	스마트도시과	031-729-8522	37.443283	127.140217	2022-10-30
400	버스정류장 (05-062)	성남시의료원.신흥1동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.4435	127.14005	2022-10-30
401	버스정류장 (05-143)	가천대역.가천대학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 복정동	스마트도시과	031-729-8522	37.4502	127.12635	2022-10-30
402	버스정류장 (05-063)	성남시의료원정문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.444283	127.138883	2022-10-30
403	버스정류장 (05-064)	태평4동행정복지센터.금빛초교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평4동	스마트도시과	031-729-8522	37.448117	127.14085	2022-10-30
404	버스정류장 (05-092)	산성역.포레스티아동문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 산성동	스마트도시과	031-729-8522	37.454733	127.15	2022-10-30
405	버스정류장 (05-065)	꽃마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.462667	127.1412	2022-10-30
406	버스정류장 (05-093)	산성동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 산성동	스마트도시과	031-729-8522	37.4518	127.150183	2022-10-30
407	버스정류장 (05-068)	포레스티아서문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.451383	127.147983	2022-10-30
408	버스정류장 (05-069)	위례동행정복지센터.위례보미리즌빌	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.471083	127.141633	2022-10-30
409	버스정류장 (05-070)	수진역.성호시장.성일중고입구	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥1동	스마트도시과	031-729-8522	37.438633	127.142083	2022-10-30
410	버스정류장 (05-071)	신흥시장.수정보건소 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.444383	127.143567	2022-10-30
411	버스정류장 (05-072)	신흥시장.수정보건소.보훈회관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 수정구 태평4동	스마트도시과	031-729-8522	37.444883	127.143667	2022-10-30
412	버스정류장 (05-074)	태평제일교회	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.4476	127.1443	2022-10-30
413	버스정류장 (05-075)	위례119안전센터.위례포레스트부영	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.460633	127.145417	2022-10-30
414	버스정류장 (05-076)	위례119안전센터.위례포레스트부영	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.460283	127.145467	2022-10-30
415	버스정류장 (07-110)	주공4단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.338933	127.11635	2022-10-30
416	버스정류장 (07-114)	분당구청입구.수내교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.3809	127.1172	2022-10-30
417	버스정류장 (07-115)	분당구청입구.수내교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.380767	127.117917	2022-10-30
418	버스정류장 (07-116)	분당도서관.계원예고.이마트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.359517	127.117617	2022-10-30
419	버스정류장 (07-117)	주공5단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 구미1동	스마트도시과	031-729-8522	37.346717	127.1178	2022-10-30
420	버스정류장 (07-118)	주공5단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.346383	127.117917	2022-10-30
421	버스정류장 (07-119)	헬스케어혁신파크.(구)가스공사	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.3544	127.117783	2022-10-30
422	버스정류장 (07-121)	헬스케어혁신파크.(구)가스공사	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.354267	127.118217	2022-10-30
423	버스정류장 (07-129)	이마트앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 정자3동	스마트도시과	031-729-8522	37.3583	127.118883	2022-10-30
424	뒷구미 어린이공원	뒷구미 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 32	스마트도시과	031-729-8523	37.348898	127.111223	2022-10-30
425	벌말공원	벌말공원내	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 미금일로 86번길 24-9		스마트도시과	031-729-8523	37.348017	127.115221	2022-10-30
426	구미동 물놀이장	물놀이장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 금곡로 139		스마트도시과	031-729-8523	37.346921	127.120449	2022-10-30
427	구미도서관	"구미도서관(1층 로비, 2층 문헌실, 3층 노트북실)"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 미금일로 105		중앙도서관	031-729-8642	37.34552	127.107781	2022-10-30
428	구미도서관	"1층로비, 2층 제1문헌실, 3층 휴게실, 3층 노트북코너"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 미금일로 105	경기도 성남시 수정구 신흥동 2467	중앙도서관	031-729-8642	37.345516	127.107772	2022-10-30
429	성남시분당시니어클럽	"1층 경로당, 2층(사무실, 회의실, 소사무실)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 금곡로23번길 15-5		KT	031-1588-9010	37.344914	127.110996	2022-10-30
430	불곡 어린이공원	불곡 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 294	스마트도시과	031-729-8523	37.344657	127.126523	2022-10-30
